CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
CERTIFIED,CITIUSTECH INC.,COMPUTER SYSTEMS ANALYSTS,COMPUTER PROGRAMMER ANALYST,N,57221,2016,"ROCHESTER, MINNESOTA"
CERTIFIED,COSTCO WHOLESALE CORPORATION,COMPUTER SYSTEMS ANALYSTS,PROJECT MANAGER,Y,101941,2016,"ISSAQUAH, WASHINGTON"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,Y,73715,2016,"QUINCY, MASSACHUSETTS"
CERTIFIED,"ROOTSHELL ENTERPRISE TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,69805,2016,"MILPITAS, CALIFORNIA"
CERTIFIED,VISTA APPLIED SOLUTIONS GROUP INC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,62234,2016,"MINNETONKA, MINNESOTA"
CERTIFIED,"INTELLISOFT TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,60133,2016,"DALLAS, TEXAS"
CERTIFIED,AMERICAN EXPRESS COMPANY,COMPUTER SYSTEMS ANALYSTS,"SENIOR MANAGER, EDM ARCHITECTURE & STANDARDS",Y,100755,2016,"NEW YORK, NEW YORK"
CERTIFIED,PROQUEST LLC,COMPUTER SYSTEMS ANALYSTS,PRODUCT MANAGER LEAD,Y,101941,2016,"SEATTLE, WASHINGTON"
CERTIFIED,"CITIBANK, N.A.",COMPUTER SYSTEMS ANALYSTS,IT BUSINESS TECHNICAL SPECIALIST,Y,81266,2016,"NEW YORK, NEW YORK"
CERTIFIED,IBM INDIA PRIVATE LIMITED,COMPUTER SYSTEMS ANALYSTS,SENIOR ADVISORY CONSULTANT,N,63315,2016,"INDIANAPOLIS, INDIANA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,78811,2016,"MORRISTOWN, NEW JERSEY"
CERTIFIED,"OPENBOX SOLUTIONS, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,52104,2016,"CARMEL, INDIANA"
CERTIFIED,"OPENBOX SOLUTIONS, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,56618,2016,"CHARLOTTESVILLE, VIRGINIA"
CERTIFIED,"TASACOM TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,PRINCIPAL CONSULTANT,N,60133,2016,"DALLAS, TEXAS"
CERTIFIED,TITAN TECHNOLOGIES INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,77147,2016,"NEWTOWN, PENNSYLVANIA"
CERTIFIED,ACCENTURE LLP,COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,Y,89253,2016,"BLOOMFIELD, CONNECTICUT"
CERTIFIED,"HARVEST SOFTWARE SOLUTIONS, LLC",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,68411,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,EMC CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR DELIVERY SPECIALIST,Y,96637,2016,"FARMINGTON HILLS, MICHIGAN"
CERTIFIED,"COMPUNNEL SOFTWARE GROUP, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,59717,2016,"MEDIA, PENNSYLVANIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,80954,2016,"TAMPA, FLORIDA"
CERTIFIED,"SOGETI USA, LLC",COMPUTER SYSTEMS ANALYSTS,MANAGER CONSULTANT,Y,102773,2016,"CINCINNATI, OHIO"
CERTIFIED,"PARAMOUNT SOFTWARE SOLUTIONS, INC.",COMPUTER SYSTEMS ANALYSTS,SR. QUALITY ASSURANCE ANALYST,N,60154,2016,"DURHAM, NORTH CAROLINA"
CERTIFIED,"CSM BAKERY PRODUCTS NA, INC.",COMPUTER SYSTEMS ANALYSTS,SAP SUPPORT SPECIALIST,Y,82243,2016,"TUCKER, GEORGIA"
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,SENIOR CONSULTANT,Y,73174,2016,"DALLAS, TEXAS"
CERTIFIED,"NMS CAPITAL ASSET MANAGEMENT, INC.",COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,N,59717,2016,"OAKS, PENNSYLVANIA"
CERTIFIED,"STANDAV CORP. F/K/A CADATASOFT, INC.",COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,N,58677,2016,"SCOTTSDALE, ARIZONA"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,ADVISORY ASSOCIATE,N,61797,2016,"NEW YORK, NEW YORK"
CERTIFIED,"MUFG UNION BANK, N.A.",COMPUTER SYSTEMS ANALYSTS,SENIOR SYSTEMS ANALYST,Y,104102,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,CYMA SYSTEMS INC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,58989,2016,"BOSTON, MASSACHUSETTS"
CERTIFIED,"SYSINTELLI, INC",COMPUTER SYSTEMS ANALYSTS,SENIOR SYSTEMS ANALYST,Y,102773,2016,"CINCINNATI, OHIO"
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,MANAGER,Y,105789,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,MANAGER,Y,102981,2016,"HOUSTON, TEXAS"
CERTIFIED,PEOPLE TECH GROUP INC.,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,59717,2016,"CONSHOHOCKEN, PENNSYLVANIA"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,Y,73549,2016,"WAUKEGAN, ILLINOIS"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,79643,2016,"MARYSVILLE, OHIO"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,Y,84344,2016,"SHELTON, CONNECTICUT"
CERTIFIED,"INOVALON, INC.",COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,N,63814,2016,"BOWIE, MARYLAND"
CERTIFIED,"INTERNATIONAL TECHNOLOGIES PRO, LLC",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,62566,2016,"HOUSTON, TEXAS"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - III,Y,80392,2016,"COLLIERVILLE, TENNESSEE"
CERTIFIED,"COMPUNNEL SOFTWARE GROUP, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,59197,2016,"LINCOLNSHIRE, ILLINOIS"
CERTIFIED,"RELIABLE SOFTWARE RESOURCES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,65354,2016,"DETROIT, MICHIGAN"
CERTIFIED,ZUME IT INC,COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,50190,2016,"BENTONVILLE, ARKANSAS"
CERTIFIED,"IBRAIN TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER/ANALYST,N,66789,2016,"COLUMBUS, OHIO"
CERTIFIED,DATA SYSTEMS INTEGRATION GROUP INC.,COMPUTER SYSTEMS ANALYSTS,SOFTWARE PROGRAMMER ANALYST,N,61797,2016,"PARK RIDGE, NEW JERSEY"
CERTIFIED,KPIT INFOSYSTEMS INC.,COMPUTER SYSTEMS ANALYSTS,SENIOR TECHNICAL LEADER,N,66872,2016,"SOUTHFIELD, MICHIGAN"
CERTIFIED,VALUE SOFTWARE PRODUCTS INC,COMPUTER SYSTEMS ANALYSTS,SYSTEM ANALYST (SAP),N,61235,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,UST GLOBAL INC,COMPUTER SYSTEMS ANALYSTS,ASSOCIATE SOFTWARE ARCHITECT,N,59842,2016,"WOODLAND HILLS, CALIFORNIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR MANAGER,Y,111613,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,"EXPERIS US, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR PROGRAMMER ANALYST,Y,78000,2016,"MIAMI, FLORIDA"
CERTIFIED,"RELIABLE SOFTWARE RESOURCES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,Y,70762,2016,"BASKING RIDGE, NEW JERSEY"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - I,N,63814,2016,"WASHINGTON, DISTRICT OF COLUMBIA"
CERTIFIED,IBM INDIA PRIVATE LIMITED,COMPUTER SYSTEMS ANALYSTS,SAP CONSULTANT,N,66789,2016,"MARYSVILLE, OHIO"
CERTIFIED,ACCENTURE LLP,COMPUTER SYSTEMS ANALYSTS,LEAD ARCHITECT,Y,88462,2016,"BOSTON, MASSACHUSETTS"
CERTIFIED,"BAHWAN CYBERTEK, INC",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,69618,2016,"NATICK, MASSACHUSETTS"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEM ANALYST - I,N,42453,2016,"NORTH CHARLESTON, SOUTH CAROLINA"
CERTIFIED,ITECH ANALYST CORP,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,66872,2016,"NOVI, MICHIGAN"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,Y,72280,2016,"MENOMONEE FALLS, WISCONSIN"
CERTIFIED,T-MOBILE USA INC.,COMPUTER SYSTEMS ANALYSTS,"PRINCIPAL ANALYST, APPLICATIONS SUPPORT",Y,100422,2016,"ATLANTA, GEORGIA"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,Y,84344,2016,"SHELTON, CONNECTICUT"
CERTIFIED,MYLAN INC.,COMPUTER SYSTEMS ANALYSTS,GLOBAL SAP FUNCTIONAL LEAD ORDER-TO-CASH (OTC),Y,86237,2016,"CANONSBURG, PENNSYLVANIA"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - II,Y,86070,2016,"BRANCHBURG, NEW JERSEY"
CERTIFIED,"HYBRIS, U.S., CORP.",COMPUTER SYSTEMS ANALYSTS,TECHNOLOGY CONSULTANT,Y,83450,2016,"CHICAGO, ILLINOIS"
CERTIFIED,COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST JC65,N,58989,2016,"BOSTON, MASSACHUSETTS"
CERTIFIED,UST GLOBAL INC,COMPUTER SYSTEMS ANALYSTS,SENIOR SYSTEMS ANALYST,N,51522,2016,"JACKSONVILLE, FLORIDA"
CERTIFIED,"COMPUNNEL SOFTWARE GROUP, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,59197,2016,"LINCOLNSHIRE, ILLINOIS"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - III,Y,100755,2016,"JERSEY CITY, NEW JERSEY"
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,CONSULTANT,N,60029,2016,"PLEASANTON, CALIFORNIA"
CERTIFIED,FLATMIND TECHNOLOGIES INC,COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,46218,2016,"ROCHESTER, NEW YORK"
CERTIFIED,"WAL-MART ASSOCIATES, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR PROGRAMMER ANALYST,N,61776,2016,"BENTONVILLE, ARKANSAS"
CERTIFIED,SATURN INFOTECH INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,60653,2016,"WAUKESHA, WISCONSIN"
CERTIFIED,CAPGEMINI U.S. LLC,COMPUTER SYSTEMS ANALYSTS,MANAGER/FUNCTIONAL SYSTEMS ANALYST,Y,120224,2016,"NEW YORK, NEW YORK"
CERTIFIED,"ORACLE FINANCIAL SERVICES SOFTWARE, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR PRINCIPAL CONSULTANT,Y,86237,2016,"PITTSBURGH, PENNSYLVANIA"
CERTIFIED,ACCENTURE LLP,COMPUTER SYSTEMS ANALYSTS,LEAD ARCHITECT,Y,88462,2016,"BOSTON, MASSACHUSETTS"
CERTIFIED,"LOWE'S COMPANIES, INC.",COMPUTER SYSTEMS ANALYSTS,"LEAD ANALYST, ADO",Y,83034,2016,"MOORESVILLE, NORTH CAROLINA"
CERTIFIED,ACCENTURE LLP,COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST 2,Y,74277,2016,"NEWARK, DELAWARE"
CERTIFIED,APPLE INC.,COMPUTER SYSTEMS ANALYSTS,SOFTWARE ENGINEER APPS 3,Y,108493,2016,"CUPERTINO, CALIFORNIA"
CERTIFIED,AKHSAYA INC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,63814,2016,"HERNDON, VIRGINIA"
CERTIFIED,MPHASIS CORPORATION,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,68411,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,MANAGER,Y,87755,2016,"MINNEAPOLIS, MINNESOTA"
CERTIFIED,AKVARR INC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,63814,2016,"FAIRFAX, VIRGINIA"
CERTIFIED,UST GLOBAL INC,COMPUTER SYSTEMS ANALYSTS,ENTERPRISE SOLUTIONS SPECIALIST,N,48630,2016,"ROUND ROCK, TEXAS"
CERTIFIED,"NEXIENT, LLC",COMPUTER SYSTEMS ANALYSTS,DEVELOPER,N,51979,2016,"SOUTHFIELD, MICHIGAN"
CERTIFIED,TEKGENCE INC.,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,56514,2016,"ROSEMONT, ILLINOIS"
CERTIFIED,"SAP AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SUPPORT ARCHITECT,Y,94598,2016,"NEWTOWN SQUARE, PENNSYLVANIA"
CERTIFIED,"ENTERPRISE IT RESOURCES, INC",COMPUTER SYSTEMS ANALYSTS,COMPUTER PROGRAMMER ANALYST,N,69971,2016,"ELMHURST, ILLINOIS"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,N,62566,2016,"BATTLE CREEK, MICHIGAN"
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,SENIOR CONSULTANT,N,64043,2016,"ATLANTA, GEORGIA"
CERTIFIED,"ACCION LABS US, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,49774,2016,"PITTSBURGH, PENNSYLVANIA"
CERTIFIED,"VISIONET SYSTEMS, INC.",COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,Y,81266,2016,"NEW YORK, NEW YORK"
CERTIFIED,"COMPUNNEL SOFTWARE GROUP, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,68411,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,DEVCARE SOLUTIONS,COMPUTER SYSTEMS ANALYSTS,SR. SYSTEM ANALYST,N,60133,2016,"DALLAS, TEXAS"
CERTIFIED,"JAVELIN SYSTEMS,INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEM ANALYST,N,53914,2016,"COLUMBUS, OHIO"
CERTIFIED,EXCERIO INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,61173,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,VENTURESOFT GLOBAL INC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,60029,2016,"PLEASANTON, CALIFORNIA"
CERTIFIED,"DEVCARE SOLUTIONS, LTD.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,58947,2016,"WILMINGTON, DELAWARE"
CERTIFIED,"STANDAV CORP. F/K/A CADATASOFT, INC.",COMPUTER SYSTEMS ANALYSTS,BUSINESS ANALYST,N,52021,2016,"SAN ANTONIO, TEXAS"
CERTIFIED,PEOPLE TECH GROUP INC.,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,59717,2016,"CONSHOHOCKEN, PENNSYLVANIA"
CERTIFIED,INSPIRAGE LLC,COMPUTER SYSTEMS ANALYSTS,PRINCIPAL CONSULTANT,Y,85176,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,INSPIRAGE LLC,COMPUTER SYSTEMS ANALYSTS,PRINCIPAL CONSULTANT,Y,85176,2016,"BELLEVUE, WASHINGTON"
CERTIFIED,MICROSOFT CORPORATION,COMPUTER SYSTEMS ANALYSTS,CLOUD SOLUTION ARCHITECT,Y,79394,2016,"AUSTIN, TEXAS"
CERTIFIED,"JABIL CIRCUIT, INC.",COMPUTER SYSTEMS ANALYSTS,IT TECHNICAL LEAD,Y,96450,2016,"ST. PETERSBURG, FLORIDA"
CERTIFIED,"WAL-MART ASSOCIATES, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,Y,73341,2016,"BENTONVILLE, ARKANSAS"
CERTIFIED,SAVVY INFO SYSTEMS INC,COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,69805,2016,"PALO ALTO, CALIFORNIA"
CERTIFIED,SUNMERGE SYSTEMS INC.,COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ENGINEER,N,68307,2016,"DES MOINES, IOWA"
CERTIFIED,ACCENTURE LLP,COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST 2,Y,78478,2016,"BLOOMFIELD, CONNECTICUT"
CERTIFIED,SAPVIX INC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,59717,2016,"DOYLESTOWN, PENNSYLVANIA"
CERTIFIED,DELOITTE & TOUCHE LLP,COMPUTER SYSTEMS ANALYSTS,ERS MANAGER,Y,94349,2016,"LOS ANGELES, CALIFORNIA"
CERTIFIED,UST GLOBAL INC,COMPUTER SYSTEMS ANALYSTS,SENIOR TEST ANALYST,N,56742,2016,"RICHMOND, VIRGINIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,83782,2016,"MCLEAN, VIRGINIA"
CERTIFIED,"NAM TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,45864,2016,"ALPHARETTA, GEORGIA"
CERTIFIED,"NTT DATA, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,Y,74422,2016,"PHOENIX, ARIZONA"
CERTIFIED,PRICEWATERHOUSECOOPERS LLP,COMPUTER SYSTEMS ANALYSTS,ASSURANCE ASSOCIATE,N,68411,2016,"SEATTLE, WASHINGTON"
CERTIFIED,"ANVETA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,57013,2016,"OGDEN, UTAH"
CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,"MANAGER, ADVISORY",Y,127837,2016,"SAN JOSE, CALIFORNIA"
CERTIFIED,"ORACLE AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - SUPPORT,Y,91395,2016,"MOUNTAIN HOUSE, CALIFORNIA"
CERTIFIED,IBM CORPORATION,COMPUTER SYSTEMS ANALYSTS,MANAGING CONSULTANT,Y,85176,2016,"BOTHELL, WASHINGTON"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,Y,84344,2016,"SHELTON, CONNECTICUT"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY STAFF,N,52541,2016,"MAUMEE, OHIO"
CERTIFIED,"HCL AMERICA, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST - II,Y,73174,2016,"PLANO, TEXAS"
CERTIFIED,HIQUEST,COMPUTER SYSTEMS ANALYSTS,TECHNICAL CONSULTANT,N,60029,2016,"SAN RAMON, CALIFORNIA"
CERTIFIED,"YASH TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,SAP CONSULTANT,N,59654,2016,"DAVENPORT, IOWA"
CERTIFIED,GLOBAL INFOTECH SERVICES LLC,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEMS ANALYST,N,62566,2016,"HOUSTON, TEXAS"
CERTIFIED,"HOSPIRA, INC.",COMPUTER SYSTEMS ANALYSTS,PRINCIPAL ENGINEER,Y,76502,2016,"SAN DIEGO, CALIFORNIA"
CERTIFIED,"SYNECHRON, INC.",COMPUTER SYSTEMS ANALYSTS,ASSOCIATE SPECIALIST-TECHNOLOGY/PROGRAMMER ANALYST,Y,76086,2016,"CHARLOTTE, NORTH CAROLINA"
CERTIFIED,PRICEWATERHOUSECOOPERS LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,82763,2016,"HOUSTON, TEXAS"
CERTIFIED,AKHSAYA INC,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,63814,2016,"HERNDON, VIRGINIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,105789,2016,"SAN FRANCISCO, CALIFORNIA"
CERTIFIED,CONCH TECHNOLOGIES,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,58531,2016,"MEMPHIS, TENNESSEE"
CERTIFIED,MINDTREE LIMITED,COMPUTER SYSTEMS ANALYSTS,SOFTWARE ENGINEER,N,68411,2016,"REDMOND, WASHINGTON"
CERTIFIED,"EXPERIS US, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,Y,89148.8,2016,"MILPITAS, CALIFORNIA"
CERTIFIED,"AMERICAN INFOSYS, INC",COMPUTER SYSTEMS ANALYSTS,TECHNOLOGY ARCHITECT,Y,73174,2016,"FRISCO, TEXAS"
CERTIFIED,"EMINENCE IT SOLUTIONS, INC.",COMPUTER SYSTEMS ANALYSTS,CONFIGURATION MANAGEMENT ANALYST,Y,83782,2016,"ARLINGTON, VIRGINIA"
CERTIFIED,"UNITED SOFTWARE SOLUTIONS, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,50336,2016,"LAS VEGAS, NEVADA"
CERTIFIED,ITECH ANALYST CORP,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,69971,2016,"GLENVIEW, ILLINOIS"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,Y,84344,2016,"SHELTON, CONNECTICUT"
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER SYSTEMS ANALYSTS,MANAGER,N,69160,2016,"WAUPACA, WISCONSIN"
CERTIFIED,BVS INC,COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,N,45864,2016,"ATLANTA, GEORGIA"
CERTIFIED,PEARLSOFT SOLUTIONS INCORPORATED,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,44429,2016,"LITTLE ROCK, ARKANSAS"
CERTIFIED,"WAL-MART ASSOCIATES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,61776,2016,"BENTONVILLE, ARKANSAS"
CERTIFIED,SAPIENT CORPORATION,COMPUTER SYSTEMS ANALYSTS,SENIOR ASSOCIATE TECHNOLOGY L2,N,69971,2016,"CHICAGO, ILLINOIS"
CERTIFIED,CURVATURE LLC,COMPUTER SYSTEMS ANALYSTS,ERP LEAD,Y,94827,2016,"SANTA BARBARA, CALIFORNIA"
CERTIFIED,"SAAMA TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,CONSULTANT (SYSTEMS ANALYST),Y,74422,2016,"GLENDALE, ARIZONA"
CERTIFIED,IBM CORPORATION,COMPUTER SYSTEMS ANALYSTS,MANAGING CONSULTANT,Y,83782,2016,"HERNDON, VIRGINIA"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY MANAGER,Y,79643,2016,"MARYSVILLE, OHIO"
CERTIFIED,APPLE INC.,COMPUTER SYSTEMS ANALYSTS,SW DEVELOP ENG,Y,89149,2016,"CUPERTINO, CALIFORNIA"
CERTIFIED,SANN IT SOLUTIONS,COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,63814,2016,"HERNDON, VIRGINIA"
CERTIFIED,"CEM TECHNOLOGY, INC.",COMPUTER SYSTEMS ANALYSTS,DATA APPLICATION ANALYST,N,61797,2016,"NEW YORK, NEW YORK"
CERTIFIED,"OPENBOX SOLUTIONS, INC.",COMPUTER SYSTEMS ANALYSTS,COMPUTER SYSTEMS ANALYST,Y,74984,2016,"MINNEAPOLIS, MINNESOTA"
CERTIFIED,WIPRO LIMITED,COMPUTER SYSTEMS ANALYSTS,BUSINESS SYSTEM ANALYST,Y,74443,2016,"BEAVERTON, OREGON"
CERTIFIED,"OPTUM SERVICES, INC.",COMPUTER SYSTEMS ANALYSTS,SENIOR IT SYSTEMS ANALYST,Y,79200,2016,"SOUTHFIELD, MICHIGAN"
CERTIFIED,ERNST & YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR,Y,74422,2016,"TEMPE, ARIZONA"
CERTIFIED,"OBJECT FRONTIER, INC.",COMPUTER SYSTEMS ANALYSTS,TECHNICAL ARCHITECT,N,45864,2016,"ALPHARETTA, GEORGIA"
CERTIFIED,"AQUA INFORMATION SYSTEMS, INC.",COMPUTER SYSTEMS ANALYSTS,SYSTEMS ANALYST,N,59717,2016,"EXTON, PENNSYLVANIA"
CERTIFIED,ERNST &AMP; YOUNG U.S. LLP,COMPUTER SYSTEMS ANALYSTS,ADVISORY SENIOR MANAGER,Y,96907,2016,"CHICAGO, ILLINOIS"
CERTIFIED,"SAAMA TECHNOLOGIES, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAM MANAGER,Y,125799,2016,"SOUTH SAN FRANCISCO, CALIFORNIA"
CERTIFIED,"STRATEGIC SYSTEMS, INC.",COMPUTER SYSTEMS ANALYSTS,PROGRAMMER ANALYST,N,62982,2016,"COLUMBUS, OHIO"
CERTIFIED,IBM INDIA PRIVATE LIMITED,COMPUTER SYSTEMS ANALYSTS,LEAN COACH,N,66789,2016,"COLUMBUS, OHIO"
